"Slug","Lang","Exists","Size"
"high-yield-spread","cn","False","0"
"high-yield-spread","es","False","0"
"high-yield-spread","hi","False","0"
"high-yield-spread","id","False","0"
"high-yield-spread","ar","False","0"
"high-yield-spread","fr","False","0"
"high-yield-spread","de","False","0"
"copper-gold-ratio","en","True","2399"
"copper-gold-ratio","jp","True","3115"
"copper-gold-ratio","cn","True","2273"
"copper-gold-ratio","es","True","2766"
"copper-gold-ratio","hi","True","5775"
"copper-gold-ratio","id","True","2621"
"copper-gold-ratio","ar","True","3465"
"copper-gold-ratio","fr","True","2795"
"copper-gold-ratio","de","True","2764"
"global-liquidity","en","False","0"
"global-liquidity","jp","False","0"
"global-liquidity","cn","False","0"
"global-liquidity","es","False","0"
"global-liquidity","hi","False","0"
"global-liquidity","id","False","0"
"global-liquidity","ar","False","0"
"global-liquidity","fr","False","0"
"global-liquidity","de","False","0"
"us-housing","en","True","2181"
"us-housing","jp","True","3453"
"us-housing","cn","True","2181"
"us-housing","es","True","2181"
"us-housing","hi","True","2181"
"us-housing","id","True","2181"
"us-housing","ar","True","2181"
"us-housing","fr","True","2181"
"us-housing","de","True","2181"
