filename,slug,lang,title,char_count,expert_count,experts,has_6_experts,is_under_1500
agri-index-en.json,agri-index,EN,Agriculture Index,1913,6,"geopolitics, macro, quant, technical, policy, tech",True,False
agri-index-jp.json,agri-index,JP,農業商品指数 (Agriculture Index),815,6,"geopolitics, macro, quant, technical, policy, tech",True,True
agriculture-en.json,agriculture,EN,Agriculture Index (DBA),1482,6,"macro, policy, tech, geopolitics, quant, technical",True,True
agriculture-jp.json,agriculture,JP,農業コモディティ (世界の食糧倉庫),994,6,"geopolitics, macro, tech, policy, quant, technical",True,True
ai-demand-forecast-index-ar.json,ai-demand-forecast-index,AR,مؤشر توقعات الطلب على الذكاء الاصطناعي,2388,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-cn.json,ai-demand-forecast-index,CN,AI需求预测指数 (AI Demand Forecast),922,6,"geopolitics, macro, quant, technical, policy, tech",True,True
ai-demand-forecast-index-de.json,ai-demand-forecast-index,DE,AI Demand Forecast Index (OmniMetric Proprietary),5610,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-en.json,ai-demand-forecast-index,EN,AI Demand Forecast Index,2359,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-es.json,ai-demand-forecast-index,ES,Índice de Pronóstico de Demanda de IA,2789,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-fr.json,ai-demand-forecast-index,FR,AI Demand Forecast Index (OmniMetric Proprietary),6012,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-hi.json,ai-demand-forecast-index,HI,AI मांग पूर्वानुमान सूचकांक (AI Demand Forecast),2483,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-id.json,ai-demand-forecast-index,ID,Indeks Prakiraan Permintaan AI,2535,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-demand-forecast-index-jp.json,ai-demand-forecast-index,JP,AI需要予測指数 (AI Demand Forecast),1280,6,"geopolitics, macro, quant, technical, policy, tech",True,True
ai-productivity-multiplier-ar.json,ai-productivity-multiplier,AR,مضاعف إنتاجية الذكاء الاصطناعي,1899,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-productivity-multiplier-cn.json,ai-productivity-multiplier,CN,AI生产力乘数 (AI Productivity Multiplier),736,6,"geopolitics, macro, quant, technical, policy, tech",True,True
ai-productivity-multiplier-en.json,ai-productivity-multiplier,EN,AI Productivity Multiplier,2028,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-productivity-multiplier-es.json,ai-productivity-multiplier,ES,Multiplicador de Productividad IA,2420,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-productivity-multiplier-hi.json,ai-productivity-multiplier,HI,AI उत्पादकता गुणक (AI Productivity Multiplier),2058,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-productivity-multiplier-id.json,ai-productivity-multiplier,ID,Pengganda Produktivitas AI,2238,6,"geopolitics, macro, quant, technical, policy, tech",True,False
ai-productivity-multiplier-jp.json,ai-productivity-multiplier,JP,AI生産性乗数 (AI Productivity Multiplier),1072,6,"geopolitics, macro, quant, technical, policy, tech",True,True
asx-200-en.json,asx-200,EN,ASX 200 (Australia),1574,6,"macro, geopolitics, policy, tech, quant, technical",True,False
asx-200-jp.json,asx-200,JP,ASX 200 (オーストラリア株),965,6,"macro, geopolitics, policy, tech, quant, technical",True,True
atr-average-true-range-ar.json,atr-average-true-range,AR,ATR (متوسط المدى الحقيقي),1788,6,"geopolitics, macro, quant, technical, policy, tech",True,False
atr-average-true-range-cn.json,atr-average-true-range,CN,ATR (平均真实波幅),817,6,"geopolitics, macro, quant, technical, policy, tech",True,True
atr-average-true-range-en.json,atr-average-true-range,EN,ATR (Average True Range),1991,6,"geopolitics, macro, quant, technical, policy, tech",True,False
atr-average-true-range-es.json,atr-average-true-range,ES,ATR (Rango Verdadero Promedio),2354,6,"geopolitics, macro, quant, technical, policy, tech",True,False
atr-average-true-range-hi.json,atr-average-true-range,HI,ATR (औसत सत्य सीमा),2163,6,"geopolitics, macro, quant, technical, policy, tech",True,False
atr-average-true-range-id.json,atr-average-true-range,ID,ATR (Rata-rata Rentang Sejati),2258,6,"geopolitics, macro, quant, technical, policy, tech",True,False
atr-average-true-range-jp.json,atr-average-true-range,JP,ATR (真の値幅平均),1218,6,"geopolitics, macro, quant, technical, policy, tech",True,True
baltic-index-en.json,baltic-index,EN,Baltic Dry Index (BDI),2095,6,"geopolitics, macro, quant, technical, policy, tech",True,False
baltic-index-jp.json,baltic-index,JP,バルチック海運指数 (BDI),1100,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bitcoin-ar.json,bitcoin,AR,بيتكوين (Bitcoin),1794,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bitcoin-cn.json,bitcoin,CN,比特币 (Bitcoin),734,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bitcoin-en.json,bitcoin,EN,Bitcoin (BTC),2030,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bitcoin-es.json,bitcoin,ES,Bitcoin (BTC),2354,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bitcoin-hi.json,bitcoin,HI,बिटकॉइन (Bitcoin),2079,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bitcoin-id.json,bitcoin,ID,Bitcoin (BTC),2224,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bitcoin-jp.json,bitcoin,JP,ビットコイン (Bitcoin),1089,6,"geopolitics, macro, quant, technical, policy, tech",True,True
blood-streets-ar.json,blood-streets,AR,اشترِ عندما يكون هناك دم في الشوارع,2045,6,"geopolitics, macro, quant, technical, policy, tech",True,False
blood-streets-cn.json,blood-streets,CN,当街头喋血时买入 (Buy When There is Blood in the Streets),880,6,"geopolitics, macro, quant, technical, policy, tech",True,True
blood-streets-en.json,blood-streets,EN,Buy When There is Blood in the Streets,2291,6,"geopolitics, macro, quant, technical, policy, tech",True,False
blood-streets-es.json,blood-streets,ES,Compra cuando haya sangre en las calles,2619,6,"geopolitics, macro, quant, technical, policy, tech",True,False
blood-streets-hi.json,blood-streets,HI,सड़कों पर खून होने पर खरीदें (Buy When There is Blood in the Streets),2579,6,"geopolitics, macro, quant, technical, policy, tech",True,False
blood-streets-id.json,blood-streets,ID,Beli Saat Ada Darah di Jalanan,2502,6,"geopolitics, macro, quant, technical, policy, tech",True,False
blood-streets-jp.json,blood-streets,JP,通りに血が流れているときは買い時 (Buy When There is Blood in the Streets),1255,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bollinger-bands-ar.json,bollinger-bands,AR,بولينجر باند (Bollinger Bands),1749,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bollinger-bands-cn.json,bollinger-bands,CN,布林带 (Bollinger Bands),734,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bollinger-bands-en.json,bollinger-bands,EN,Bollinger Bands,1944,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bollinger-bands-es.json,bollinger-bands,ES,Bandas de Bollinger,2289,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bollinger-bands-hi.json,bollinger-bands,HI,बोलिंगर बैंड (Bollinger Bands),2025,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bollinger-bands-id.json,bollinger-bands,ID,Bollinger Bands,2096,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bollinger-bands-jp.json,bollinger-bands,JP,ボリンジャーバンド (Bollinger Bands),1067,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bottoms-processes-ar.json,bottoms-processes,AR,القيعان عمليات، والقمم أحداث (Bottoms are Processes),2368,7,"geopolitics, macro, quant, technical, policy, tech, gms_conclusion",True,False
bottoms-processes-cn.json,bottoms-processes,CN,底是过程，顶是事件 (Bottoms are Processes),912,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bottoms-processes-en.json,bottoms-processes,EN,"Bottoms are Processes, Tops are Events",2607,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bottoms-processes-es.json,bottoms-processes,ES,"Los fondos son procesos, las cimas son eventos",3002,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bottoms-processes-hi.json,bottoms-processes,HI,"बीओम्स प्रक्रियाएं हैं, सबसे ऊपर घटनाएं हैं (Bottoms are Processes)",2603,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bottoms-processes-id.json,bottoms-processes,ID,"Bawahan adalah Proses, Atasan adalah Acara (Bottoms are Processes)",2997,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bottoms-processes-jp.json,bottoms-processes,JP,底はプロセスであり、天井はイベントである (Bottoms are Processes),1273,6,"geopolitics, macro, quant, technical, policy, tech",True,True
breakeven-inflation-ar.json,breakeven-inflation,AR,معدل تضخم التعادل الأمريكي 10 سنوات,1840,6,"geopolitics, macro, quant, technical, policy, tech",True,False
breakeven-inflation-cn.json,breakeven-inflation,CN,美国10年期盈亏平衡通胀率 (Breakeven Inflation),701,6,"geopolitics, macro, quant, technical, policy, tech",True,True
breakeven-inflation-en.json,breakeven-inflation,EN,US 10Y Breakeven Inflation Rate,1980,6,"geopolitics, macro, quant, technical, policy, tech",True,False
breakeven-inflation-es.json,breakeven-inflation,ES,Tasa de Inflación de Equilibrio a 10 Años de EE. UU.,2442,6,"geopolitics, macro, quant, technical, policy, tech",True,False
breakeven-inflation-hi.json,breakeven-inflation,HI,US 10Y ब्रेकइवन मुद्रास्फीति दर (Breakeven Inflation Rate),2110,6,"geopolitics, macro, quant, technical, policy, tech",True,False
breakeven-inflation-id.json,breakeven-inflation,ID,Tingkat Inflasi Breakeven US 10Y,2188,6,"geopolitics, macro, quant, technical, policy, tech",True,False
breakeven-inflation-jp.json,breakeven-inflation,JP,米国10年ブレークイーブン・インフレ率 (Breakeven Inflation Rate),1070,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bull-market-born-ar.json,bull-market-born,AR,الأسواق الصاعدة تولد من التشاؤم (Bull Markets are Born on Pessimism),2149,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-market-born-cn.json,bull-market-born,CN,牛市在悲观中诞生 (Bull Markets are Born on Pessimism),879,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bull-market-born-en.json,bull-market-born,EN,Bull Markets are Born on Pessimism,2347,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-market-born-es.json,bull-market-born,ES,Los mercados alcistas nacen en el pesimismo,2781,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-market-born-hi.json,bull-market-born,HI,बुल मार्केट निराशा पर पैदा (Born on Pessimism) होते हैं,2615,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-market-born-id.json,bull-market-born,ID,Pasar Bull Lahir dari Pesimisme (Bull Markets are Born on Pessimism),2515,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-market-born-jp.json,bull-market-born,JP,強気相場は悲観の中で生まれる (Bull Markets are Born on Pessimism),1175,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bull-markets-wall-worry-ar.json,bull-markets-wall-worry,AR,الأسواق الصاعدة تتسلق جدار القلق (Bull Markets Climb a Wall of Worry),2202,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-markets-wall-worry-cn.json,bull-markets-wall-worry,CN,牛市在“忧虑之墙”上攀升 (Bull Markets Climb a Wall of Worry),909,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bull-markets-wall-worry-en.json,bull-markets-wall-worry,EN,Bull Markets Climb a Wall of Worry,2379,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-markets-wall-worry-es.json,bull-markets-wall-worry,ES,Los mercados alcistas trepan un muro de preocupación,2993,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-markets-wall-worry-hi.json,bull-markets-wall-worry,HI,बुल मार्केट 'चिंता की दीवार' (Wall of Worry) पर चढ़ते हैं,2767,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-markets-wall-worry-id.json,bull-markets-wall-worry,ID,Pasar Bull Mendaki Dinding Kekhawatiran (Bull Markets Climb a Wall of Worry),2708,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bull-markets-wall-worry-jp.json,bull-markets-wall-worry,JP,強気相場は「懸念の壁」を登る (Bull Markets Climb a Wall of Worry),1264,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bulls-bears-pigs-ar.json,bulls-bears-pigs,AR,الثيران تجني المال، والدببة تجني المال، والخنازير تذبح,2005,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bulls-bears-pigs-cn.json,bulls-bears-pigs,CN,"多头赚钱，空头赚钱，只有猪会被宰杀 (Bulls, Bears, Pigs)",804,6,"geopolitics, macro, quant, technical, policy, tech",True,True
bulls-bears-pigs-en.json,bulls-bears-pigs,EN,"Bulls Make Money, Bears Make Money, Pigs Get Slaughtered",2221,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bulls-bears-pigs-es.json,bulls-bears-pigs,ES,"Los toros ganan dinero, los osos ganan dinero, los cerdos son sacrificados",2608,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bulls-bears-pigs-hi.json,bulls-bears-pigs,HI,"बैल पैसा कमाते हैं, भालू पैसा कमाते हैं, सूअर मारे जाते हैं (Bulls, Bears, Pigs)",2457,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bulls-bears-pigs-id.json,bulls-bears-pigs,ID,"Banteng Menghasilkan Uang, Beruang Menghasilkan Uang, Babi Disembelih",2649,6,"geopolitics, macro, quant, technical, policy, tech",True,False
bulls-bears-pigs-jp.json,bulls-bears-pigs,JP,"強気は儲かる、弱気も儲かる、しかし豚は屠殺される (Bulls, Bears, Pigs)",1105,6,"geopolitics, macro, quant, technical, policy, tech",True,True
buy-bearish-ar.json,buy-bearish,AR,شراء عندما يكون الجميع هبوطياً (Buy When Everyone is Bearish),2024,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-bearish-cn.json,buy-bearish,CN,总悲观是买入时机 (Buy When Everyone is Bearish),802,6,"geopolitics, macro, quant, technical, policy, tech",True,True
buy-bearish-en.json,buy-bearish,EN,Buy When Everyone is Bearish,2347,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-bearish-es.json,buy-bearish,ES,Comprar cuando todos son bajistas (Buy When Everyone is Bearish),2638,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-bearish-hi.json,buy-bearish,HI,जब सब मंदी में हों तब खरीदें (Buy When Everyone is Bearish),2510,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-bearish-id.json,buy-bearish,ID,Beli Saat Semua Orang Bearish,2502,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-bearish-jp.json,buy-bearish,JP,総悲観は買い (Buy When Everyone is Bearish),1215,6,"geopolitics, macro, quant, technical, policy, tech",True,True
buy-rumor-ar.json,buy-rumor,AR,"اشترِ الإشاعة، بع الخبر (Buy the Rumor, Sell the News)",2086,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-rumor-cn.json,buy-rumor,CN,"买入谣言，卖出新闻 (Buy the Rumor, Sell the News)",832,6,"geopolitics, macro, quant, technical, policy, tech",True,True
buy-rumor-en.json,buy-rumor,EN,"Buy the Rumor, Sell the News",2422,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-rumor-es.json,buy-rumor,ES,"Compra el rumor, vende la noticia (Buy the Rumor, Sell the News)",2774,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-rumor-hi.json,buy-rumor,HI,"अफवाह खरीदें, समाचार बेचें (Buy the Rumor, Sell the News)",2466,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-rumor-id.json,buy-rumor,ID,"Beli Rumor, Jual Berita (Buy the Rumor, Sell the News)",2543,6,"geopolitics, macro, quant, technical, policy, tech",True,False
buy-rumor-jp.json,buy-rumor,JP,"噂で買って事実で売れ (Buy the Rumor, Sell the News)",1264,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cac40-index-en.json,cac40-index,EN,CAC 40 (France),1938,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cac40-index-jp.json,cac40-index,JP,CAC 40 (France),963,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cannons-trumpets-ar.json,cannons-trumpets,AR,اشتر على صوت المدافع، وبع على صوت الأبواق,2001,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cannons-trumpets-cn.json,cannons-trumpets,CN,炮声响起时买入，号角响起时卖出 (Buy on Cannons),800,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cannons-trumpets-en.json,cannons-trumpets,EN,"Buy on the Sound of Cannons, Sell on the Sound of Trumpets",2228,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cannons-trumpets-es.json,cannons-trumpets,ES,"Comprar al son de los cañones, vender al son de las trompetas",2597,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cannons-trumpets-hi.json,cannons-trumpets,HI,"तोपों की आवाज़ पर खरीदें, बिगुल की आवाज़ पर बेचें",2304,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cannons-trumpets-id.json,cannons-trumpets,ID,"Beli di Suara Meriam, Jual di Suara Terompet",2385,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cannons-trumpets-jp.json,cannons-trumpets,JP,大砲の音が聞こえたら買い、ラッパの音が聞こえたら売れ (Buy on Cannons),1104,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cash-position-ar.json,cash-position,AR,النقد هو موقف (Cash is a Position),2058,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cash-position-cn.json,cash-position,CN,现金也是一种头寸 (Cash is a Position),772,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cash-position-en.json,cash-position,EN,Cash is a Position,2239,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cash-position-es.json,cash-position,ES,El efectivo es una posición,2676,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cash-position-hi.json,cash-position,HI,कैश एक स्थिति है (Cash is a Position),2406,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cash-position-id.json,cash-position,ID,Uang Tunai adalah Posisi (Cash is a Position),2628,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cash-position-jp.json,cash-position,JP,現金も一つのポジションである (Cash is a Position),1169,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cbdc-adoption-rate-ar.json,cbdc-adoption-rate,AR,معدل تبني العملات الرقمية للبنوك المركزية (CBDC),2270,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-cn.json,cbdc-adoption-rate,CN,CBDC普及率 (CBDC Adoption Rate),925,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cbdc-adoption-rate-de.json,cbdc-adoption-rate,DE,CBDC Adoption Rate,5842,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-en.json,cbdc-adoption-rate,EN,CBDC Adoption Rate,2477,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-es.json,cbdc-adoption-rate,ES,Tasa de Adopción de CBDC,2894,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-fr.json,cbdc-adoption-rate,FR,CBDC Adoption Rate,6222,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-hi.json,cbdc-adoption-rate,HI,CBDCadoption दर (CBDC Adoption Rate),2609,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-id.json,cbdc-adoption-rate,ID,Tingkat Adopsi CBDC,2584,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cbdc-adoption-rate-jp.json,cbdc-adoption-rate,JP,CBDC普及率 (CBDC Adoption Rate),1263,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cci-commodity-channel-index-ar.json,cci-commodity-channel-index,AR,CCI (مؤشر قناة السلع),1812,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cci-commodity-channel-index-cn.json,cci-commodity-channel-index,CN,CCI (商品通道指数),831,6,"geopolitics, macro, quant, technical, policy, tech",True,True
cci-commodity-channel-index-en.json,cci-commodity-channel-index,EN,CCI (Commodity Channel Index),1948,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cci-commodity-channel-index-es.json,cci-commodity-channel-index,ES,CCI (Índice de Canal de Productos Básicos),2405,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cci-commodity-channel-index-hi.json,cci-commodity-channel-index,HI,CCI (कमोडिटी चैनल इंडेक्स),2167,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cci-commodity-channel-index-id.json,cci-commodity-channel-index,ID,CCI (Indeks Saluran Komoditas),2201,6,"geopolitics, macro, quant, technical, policy, tech",True,False
cci-commodity-channel-index-jp.json,cci-commodity-channel-index,JP,CCI (商品チャネル指数),1107,6,"geopolitics, macro, quant, technical, policy, tech",True,True
chaikin-money-flow-cmf-ar.json,chaikin-money-flow-cmf,AR,CMF (تدفق أموال تشايكين),1766,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-money-flow-cmf-cn.json,chaikin-money-flow-cmf,CN,蔡金资金流量 (CMF),763,6,"geopolitics, macro, quant, technical, policy, tech",True,True
chaikin-money-flow-cmf-en.json,chaikin-money-flow-cmf,EN,CMF (Chaikin Money Flow),2056,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-money-flow-cmf-es.json,chaikin-money-flow-cmf,ES,CMF (Flujo de Dinero de Chaikin),2411,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-money-flow-cmf-hi.json,chaikin-money-flow-cmf,HI,CMF (चैकिन मनी फ्लो),2196,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-money-flow-cmf-id.json,chaikin-money-flow-cmf,ID,CMF (Aliran Uang Chaikin),2211,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-money-flow-cmf-jp.json,chaikin-money-flow-cmf,JP,CMF (チャイキン・マネー・フロー),1111,6,"geopolitics, macro, quant, technical, policy, tech",True,True
chaikin-volatility-ar.json,chaikin-volatility,AR,تقلب تشايكين (Chaikin Volatility),1890,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-volatility-cn.json,chaikin-volatility,CN,柴金波动率指标 (Chaikin Volatility),763,6,"geopolitics, macro, quant, technical, policy, tech",True,True
chaikin-volatility-en.json,chaikin-volatility,EN,Chaikin Volatility,2109,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-volatility-es.json,chaikin-volatility,ES,Volatilidad de Chaikin,2623,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-volatility-hi.json,chaikin-volatility,HI,चैकिन अस्थिरता (Chaikin Volatility),2183,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-volatility-id.json,chaikin-volatility,ID,Volatilitas Chaikin (Chaikin Volatility),2351,6,"geopolitics, macro, quant, technical, policy, tech",True,False
chaikin-volatility-jp.json,chaikin-volatility,JP,チャイキン・ボラティリティ (Chaikin Volatility),1191,6,"geopolitics, macro, quant, technical, policy, tech",True,True
circle-competence-ar.json,circle-competence,AR,دائرة الاختصاص (Circle of Competence),2473,7,"geopolitics, macro, quant, technical, policy, tech, gms_conclusion",True,False
circle-competence-cn.json,circle-competence,CN,能力圈 (Circle of Competence),940,6,"geopolitics, macro, quant, technical, policy, tech",True,True
circle-competence-en.json,circle-competence,EN,Circle of Competence,2708,6,"geopolitics, macro, quant, technical, policy, tech",True,False
circle-competence-es.json,circle-competence,ES,Círculo de competencia (Circle of Competence),3090,6,"geopolitics, macro, quant, technical, policy, tech",True,False
circle-competence-hi.json,circle-competence,HI,योग्यता का चक्र (Circle of Competence),3064,6,"geopolitics, macro, quant, technical, policy, tech",True,False
circle-competence-id.json,circle-competence,ID,Lingkaran Kompetensi (Circle of Competence),3105,6,"geopolitics, macro, quant, technical, policy, tech",True,False
circle-competence-jp.json,circle-competence,JP,能力の輪 (Circle of Competence),1421,6,"geopolitics, macro, quant, technical, policy, tech",True,True
consult-market-ar.json,consult-market,AR,استشر السوق حول السوق (Consult the Market About the Market),2244,6,"geopolitics, macro, quant, technical, policy, tech",True,False
consult-market-cn.json,consult-market,CN,向市场请教市场 (Consult the Market About the Market),874,6,"geopolitics, macro, quant, technical, policy, tech",True,True
consult-market-de.json,consult-market,DE,Konsultiere den Markt über den Markt,4973,6,"geopolitics, macro, tech, policy, quant, technical",True,False
consult-market-en.json,consult-market,EN,Consult the Market About the Market,2425,6,"geopolitics, macro, quant, technical, policy, tech",True,False
consult-market-es.json,consult-market,ES,Consulta al mercado sobre el mercado,2819,6,"geopolitics, macro, quant, technical, policy, tech",True,False
consult-market-fr.json,consult-market,FR,Consulter le Marché à propos du Marché,4597,6,"geopolitics, macro, tech, policy, quant, technical",True,False
consult-market-hi.json,consult-market,HI,बाजार के बारे में बाजार से परामर्श करें (Consult the Market About the Market),2651,6,"geopolitics, macro, quant, technical, policy, tech",True,False
consult-market-id.json,consult-market,ID,Konsultasikan dengan Pasar Tentang Pasar,2641,6,"geopolitics, macro, quant, technical, policy, tech",True,False
consult-market-jp.json,consult-market,JP,相場は相場に聞け (Consult the Market About the Market),1294,6,"geopolitics, macro, quant, technical, policy, tech",True,True
container-shipping-en.json,container-shipping,EN,Container Shipping,1495,6,"macro, geopolitics, policy, tech, quant, technical",True,True
container-shipping-jp.json,container-shipping,JP,コンテナ運賃指数 (物流のコスト),975,6,"geopolitics, macro, policy, tech, quant, technical",True,True
